A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 11, B : 02, C: bc, D : a6 ,E: 45, F : 22, G : 85 
A : f8, B : e9, C: dc, D : d2 ,E: 17, F : e8, G : e0 
A : 3b, B : 2c, C: 29, D : e2 ,E: 18, F : 09, G : d5 
A : 65, B : 2a, C: d5, D : aa ,E: 6d, F : fc, G : ca 
A : 5b, B : 40, C: 1f, D : 06 ,E: 14, F : d3, G : 99 
A : 17, B : f2, C: e1, D : 86 ,E: 63, F : 61, G : 1b 
A : 6e, B : 33, C: 2d, D : 2a ,E: 49, F : 30, G : 29 
A : 39, B : 31, C: 0b, D : c8 ,E: 21, F : 14, G : e5 
A : 47, B : 09, C: e4, D : c4 ,E: 5e, F : 13, G : a1 
A : 20, B : f5, C: d2, D : ca ,E: 31, F : e7, G : bb 
A : 30, B : 11, C: fd, D : c0 ,E: 24, F : 0f, G : 0e 
A : 4a, B : 00, C: 00, D : 00 ,E: 51, F : 42, G : 35 
A : 0b, B : ff, C: be, D : a8 ,E: 5b, F : 2b, G : d3 
A : fa, B : f9, C: cc, D : c8 ,E: 48, F : e5, G : b1 
A : 36, B : f4, C: e4, D : de ,E: 54, F : b5, G : b0 
A : 2b, B : 20, C: 1a, D : c2 ,E: 34, F : 8d, G : 80 
A : 0c, B : 02, C: f4, D : a6 ,E: 22, F : 90, G : 85 
A : e9, B : d3, C: cc, D : 9a ,E: 3e, F : 17, G : e8 
A : 3b, B : 2c, C: 29, D : 26 ,E: 6e, F : 18, G : 09 
A : 2a, B : d5, C: ae, D : aa ,E: 3f, F : fc, G : ca 
A : 56, B : 40, C: 1f, D : 06 ,E: 14, F : e6, G : 99 
A : 2b, B : 17, C: f2, D : 86 ,E: 74, F : 63, G : 61 
A : 6e, B : 33, C: 26, D : e0 ,E: 49, F : 29, G : bc 
A : 39, B : ec, C: c9, D : ae ,E: 30, F : 21, G : 14 
A : 47, B : 38, C: 09, D : ba ,E: 13, F : a1, G : 99 
A : 20, B : f5, C: d2, D : ae ,E: 31, F : e7, G : b9 
A : 4d, B : 4d, C: 30, D : fc ,E: 2a, F : 24, G : 0f 
A : 64, B : 47, C: 44, D : 2c ,E: 51, F : 32, G : 95 
A : 34, B : 0b, C: e1, D : a8 ,E: 2b, F : 2a, G : d3 
A : 01, B : fa, C: f9, D : cc ,E: ed, F : e5, G : b1 
A : 3b, B : 36, C: f4, D : e4 ,E: 4f, F : b5, G : b0 
A : 6b, B : 42, C: 23, D : 1a ,E: 34, F : 30, G : 0d 
A : 11, B : 0c, C: f4, D : a8 ,E: 20, F : 90, G : 85 
A : f8, B : e2, C: d3, D : cc ,E: 3e, F : 17, G : 9f 
A : 0b, B : 06, C: 04, D : 04 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 14, F : 10, G : 0d 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 5a, B : 2e, C: 1c, D : cc ,E: 04, F : ec, G : eb 
A : 69, B : 37, C: f8, D : da ,E: 49, F : aa, G : 8c 
A : 2e, B : 05, C: fa, D : f0 ,E: 75, F : 6d, G : d9 
A : 33, B : 0d, C: fd, D : de ,E: 20, F : e5, G : 98 
A : 6c, B : 5c, C: 33, D : f4 ,E: 56, F : 1e, G : ed 
A : f9, B : f6, C: f3, D : ee ,E: 36, F : 1a, G : 92 
A : 56, B : 0e, C: eb, D : ac ,E: 42, F : b6, G : 86 
A : d1, B : c0, C: b1, D : b0 ,E: 48, F : 2d, G : db 
A : 10, B : 08, C: e6, D : d4 ,E: 5b, F : 3d, G : b7 
A : 3b, B : 23, C: 21, D : ec ,E: 7b, F : d5, G : 9e 
A : 28, B : 01, C: eb, D : ce ,E: 71, F : 43, G : 8e 
A : 6d, B : 3e, C: 2c, D : 1c ,E: 34, F : d5, G : c1 
A : 19, B : 0f, C: 06, D : f2 ,E: 7f, F : dd, G : 96 
A : 26, B : 23, C: 18, D : 16 ,E: 3f, F : 30, G : 29 
A : ca, B : b9, C: b9, D : 92 ,E: 3a, F : b8, G : 9b 
A : 51, B : 49, C: f7, D : e6 ,E: 6e, F : 2c, G : 01 
A : 5a, B : 2e, C: 14, D : cc ,E: 7d, F : 04, G : ec 
A : 2f, B : f8, C: db, D : a0 ,E: 49, F : b1, G : aa 
A : 2e, B : 05, C: fa, D : f0 ,E: 75, F : d9, G : aa 
A : 33, B : fd, C: ed, D : de ,E: 41, F : e5, G : 98 
A : 6e, B : 6c, C: f5, D : ce ,E: 56, F : 2b, G : 1e 
A : f3, B : ee, C: a3, D : 8e ,E: 73, F : 1a, G : 92 
A : 6c, B : 56, C: 4e, D : 0e ,E: 42, F : 28, G : 86 
A : d1, B : c0, C: b1, D : a8 ,E: 48, F : 2d, G : c6 
A : 09, B : e6, C: d4, D : ac ,E: 5b, F : 3d, G : c9 
A : 63, B : 3f, C: 13, D : ec ,E: 12, F : d5, G : 9e 
A : 28, B : 24, C: ff, D : ce ,E: 43, F : 41, G : 8e 
A : 3e, B : 1d, C: 07, D : 90 ,E: d5, F : c1, G : 8f 
A : 19, B : 0f, C: f9, D : f2 ,E: 4b, F : dd, G : 96 
A : 3c, B : 0a, C: 03, D : f4 ,E: 7b, F : 70, G : 29 
A : 45, B : 44, C: ca, D : b8 ,E: 3a, F : e8, G : b8 
A : 49, B : 3c, C: e6, D : e0 ,E: 30, F : 2c, G : 01 
A : 2e, B : 14, C: e1, D : d4 ,E: 7d, F : 25, G : ec 
A : 6d, B : 65, C: 61, D : 2e ,E: b1, F : aa, G : a0 
A : 5b, B : 2e, C: fa, D : d2 ,E: 75, F : aa, G : a7 
A : 1b, B : ed, C: e1, D : de ,E: 41, F : 0a, G : e5 
A : 6c, B : 30, C: 2d, D : f4 ,E: 56, F : 2b, G : 9c 
A : 31, B : e5, C: a3, D : 8e ,E: 73, F : 92, G : 82 
A : 6c, B : 5e, C: 4e, D : ea ,E: 28, F : 8f, G : 86 
A : d1, B : ca, C: bb, D : b0 ,E: 48, F : 07, G : c6 
A : 0e, B : 09, C: d4, D : 8c ,E: 3d, F : 0a, G : c9 
A : 22, B : 13, C: 01, D : ec ,E: 53, F : 52, G : 1e 
A : 28, B : 24, C: ff, D : fe ,E: 43, F : 41, G : 8a 
A : 3e, B : 1d, C: 07, D : 90 ,E: 51, F : c1, G : 8f 
A : 54, B : 19, C: f9, D : c4 ,E: 4b, F : 97, G : 96 
A : 0a, B : f5, C: d8, D : aa ,E: 7b, F : 70, G : 25 
A : 45, B : 44, C: 22, D : a6 ,E: 7d, F : e8, G : b8 
A : 3c, B : e9, C: e8, D : e6 ,E: 30, F : 01, G : aa 
A : 18, B : 14, C: e1, D : d4 ,E: 7d, F : 62, G : 25 
A : 65, B : 2f, C: fc, D : d4 ,E: b6, F : b1, G : a0 
A : 62, B : 5b, C: d3, D : 98 ,E: b5, F : aa, G : a7 
A : 63, B : 1b, C: ed, D : e0 ,E: 41, F : 2e, G : 0a 
A : 73, B : 49, C: 30, D : 2c ,E: 2b, F : 9c, G : 81 
A : 31, B : 14, C: e5, D : 8e ,E: 73, F : a6, G : 82 
A : 5e, B : 4e, C: 47, D : 12 ,E: 28, F : a0, G : 8f 
A : 20, B : e7, C: ca, D : ba ,E: 28, F : 07, G : c6 
A : 24, B : 0e, C: 09, D : 8c ,E: 2b, F : 0a, G : c9 
A : 42, B : 3f, C: 2c, D : 12 ,E: 53, F : 52, G : 0f 
A : 52, B : 2b, C: 24, D : fe ,E: 41, F : e1, G : 8a 
A : 07, B : cc, C: b1, D : 90 ,E: 51, F : bc, G : 8f 
A : 3b, B : f9, C: c4, D : b4 ,E: 4b, F : 48, G : 97 
A : 34, B : 2a, C: 00, D : c2 ,E: 7b, F : c5, G : 9a 
A : 44, B : 22, C: a7, D : 9c ,E: 7d, F : e8, G : ad 
A : 17, B : f8, C: e9, D : e8 ,E: 30, F : 09, G : aa 
A : 29, B : 18, C: 09, D : e0 ,E: 62, F : 25, G : b5 
A : 6d, B : 65, C: fc, D : d4 ,E: 19, F : f6, G : a0 
A : 5b, B : 14, C: 06, D : d2 ,E: eb, F : b5, G : a7 
A : 61, B : 1b, C: f2, D : e0 ,E: 2e, F : 0a, G : a0 
A : 49, B : 30, C: 2d, D : 28 ,E: a0, F : 9c, G : 81 
A : 39, B : 31, C: 21, D : 14 ,E: 30, F : a6, G : 82 
A : 47, B : 13, C: e4, D : ba ,E: a0, F : 94, G : 8f 
A : 27, B : 20, C: e7, D : ca ,E: 28, F : 07, G : ce 
A : 24, B : 0f, C: 0e, D : fc ,E: 3e, F : 2b, G : 0a 
A : 47, B : 42, C: 35, D : 2c ,E: 72, F : 53, G : cf 
A : 52, B : 2b, C: ff, D : d2 ,E: 2a, F : e1, G : 8a 
A : fa, B : e5, C: cc, D : b0 ,E: 75, F : 51, G : bc 
A : 3b, B : e4, C: b5, D : b0 ,E: 48, F : ad, G : 97 
A : 2b, B : c3, C: aa, D : 8c ,E: 5f, F : c5, G : 9a 
A : 0c, B : a7, C: 9d, D : 90 ,E: 7d, F : af, G : ad 
A : 17, B : f8, C: e9, D : e8 ,E: 09, F : ab, G : aa 
A : 61, B : 29, C: 26, D : 18 ,E: 62, F : cc, G : b5 
A : 3f, B : fc, C: d5, D : ca ,E: 19, F : f6, G : ce 
A : 14, B : 06, C: e6, D : 98 ,E: eb, F : b5, G : 91 
A : 65, B : 63, C: 61, D : f2 ,E: 2e, F : b7, G : a0 
A : 49, B : 29, C: 26, D : d2 ,E: fe, F : a0, G : 81 
A : 39, B : 30, C: 21, D : 14 ,E: 68, F : 30, G : a6 
A : 13, B : ba, C: a1, D : 98 ,E: c1, F : a0, G : 94 
A : 27, B : 20, C: e7, D : b8 ,E: 72, F : 28, G : ce 
A : 4d, B : 2a, C: 24, D : 0e ,E: 3e, F : 2b, G : b1 
A : 47, B : 44, C: 32, D : 2c ,E: 72, F : f4, G : cf 
A : 2b, B : 2a, C: e1, D : d2 ,E: 2a, F : 0e, G : e1 
A : fa, B : ed, C: e5, D : cc ,E: 75, F : 45, G : bc 
A : 4f, B : 3b, C: e4, D : b4 ,E: 48, F : e6, G : ad 
A : 34, B : 30, C: 2b, D : 0c ,E: 5f, F : ba, G : 9a 
A : 15, B : 0c, C: 9d, D : 90 ,E: 56, F : af, G : ad 
A : 17, B : f8, C: e2, D : 9e ,E: 09, F : c4, G : ab 
A : 0f, B : 0b, C: 04, D : 04 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1f, F : 1a, G : 1a 
A : 00, B : 00, C: 00, D : 00 ,E: 16, F : 0f, G : 0d 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 1c, B : 04, C: ec, D : ea ,E: 3f, F : 31, G : 9e 
A : 49, B : 37, C: f8, D : aa ,E: 65, F : 30, G : f0 
A : 6d, B : 2e, C: f1, D : d8 ,E: 7b, F : 39, G : 0e 
A : 20, B : fd, C: e5, D : 98 ,E: 30, F : 2d, G : 05 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1b, F : 19, G : 0e 
A : 00, B : 00, C: 00, D : 00 ,E: 10, F : 0d, G : 05 
A : 56, B : 33, C: 1e, D : f4 ,E: 0c, F : d6, G : 98 
A : 36, B : 1a, C: f9, D : ee ,E: 74, F : 6c, G : 47 
A : 0e, B : eb, C: b6, D : ac ,E: f0, F : da, G : c6 
A : 2d, B : db, C: b1, D : b0 ,E: 7f, F : e4, G : d9 
A : 3d, B : 08, C: d4, D : b6 ,E: 70, F : df, G : db 
A : 7b, B : 23, C: 21, D : d4 ,E: 3c, F : f8, G : d8 
A : 5a, B : 43, C: 28, D : ea ,E: 26, F : d7, G : 95 
A : 34, B : 2c, C: 1d, D : d4 ,E: 36, F : 2c, G : c0 
A : 19, B : 0f, C: 06, D : dc ,E: 25, F : a9, G : a3 
A : 30, B : 29, C: 26, D : 02 ,E: 3b, F : e2, G : b7 
A : ca, B : b8, C: 9b, D : 92 ,E: 40, F : 97, G : 95 
A : 49, B : 2c, C: 01, D : f6 ,E: 6f, F : d9, G : 8a 
A : 7d, B : 04, C: ec, D : cc ,E: 3f, F : bd, G : 9e 
A : 49, B : f8, C: b1, D : aa ,E: 65, F : 3a, G : f0 
A : 6a, B : 2e, C: f1, D : d8 ,E: 7b, F : 44, G : 0e 
A : 41, B : fd, C: e5, D : 98 ,E: 30, F : 2d, G : 1d 
A : 6e, B : 56, C: 2b, D : 1e ,E: 0c, F : d6, G : 9d 
A : 4f, B : 1a, C: ee, D : 92 ,E: 74, F : 3c, G : e7 
A : 42, B : 28, C: 0e, D : ea ,E: 48, F : f0, G : c6 
A : 48, B : 2d, C: c6, D : b0 ,E: ed, F : e4, G : d9 
A : 3d, B : 09, C: d4, D : c8 ,E: 70, F : 0e, G : df 
A : 23, B : 12, C: d5, D : be ,E: 3c, F : d8, G : b1 
A : 43, B : 41, C: 28, D : 24 ,E: 3c, F : 26, G : 95 
A : 1d, B : 07, C: d5, D : c0 ,E: 36, F : 2c, G : d6 
A : 19, B : 0f, C: f9, D : dc ,E: 40, F : 25, G : a9 
A : 70, B : 29, C: 0a, D : 02 ,E: 00, F : 00, G : 00 
A : 3a, B : e8, C: ca, D : b8 ,E: 97, F : 95, G : 86 
A : 30, B : 2c, C: 01, D : e0 ,E: 4a, F : d9, G : 8a 
A : 7d, B : 25, C: ec, D : d4 ,E: 4e, F : bd, G : 9e 
A : 6d, B : b1, C: aa, D : a0 ,E: 65, F : 3a, G : e6 
A : 6a, B : 2e, C: d3, D : aa ,E: 7b, F : 44, G : 8c 
A : 41, B : 1b, C: 0a, D : e4 ,E: 30, F : 1f, G : 1d 
A : 56, B : 30, C: 2b, D : f4 ,E: 0c, F : 9d, G : 90 
A : 4f, B : e5, C: 92, D : 82 ,E: 00, F : 00, G : 00 
A : 4e, B : 28, C: eb, D : 8e ,E: 48, F : 30, G : f0 
A : 48, B : 07, C: c6, D : ba ,E: 5f, F : ed, G : d9 
A : 0e, B : 0a, C: 09, D : d4 ,E: 70, F : 29, G : 0e 
A : 52, B : 23, C: 22, D : 1e ,E: b8, F : b1, G : b1 
A : 43, B : 41, C: 28, D : 24 ,E: 3c, F : d4, G : 95 
A : 48, B : 1d, C: 07, D : c0 ,E: 36, F : d6, G : d5 
A : 4b, B : 19, C: f9, D : 96 ,E: 40, F : a9, G : 85 
A : 70, B : 25, C: 0a, D : d8 ,E: 7d, F : e2, G : 8c 
A : 45, B : 22, C: e8, D : b8 ,E: d4, F : 97, G : 86 
A : 30, B : 01, C: e8, D : e0 ,E: 4a, F : 3a, G : d9 
A : 62, B : 25, C: 18, D : d4 ,E: 4e, F : bd, G : 91 
A : fc, B : b6, C: b1, D : a0 ,E: 3a, F : e6, G : bc 
A : d3, B : b5, C: aa, D : a6 ,E: 44, F : e6, G : 8c 
A : 63, B : 41, C: 2e, D : 1a ,E: 46, F : 1f, G : 1d 
A : 49, B : 30, C: 2b, D : 9c ,E: 6c, F : 9d, G : 90 
A : 14, B : e5, C: a6, D : 82 ,E: 1c, F : 1c, G : 07 
A : 4e, B : 28, C: 13, D : a0 ,E: 48, F : 30, G : cc 
A : 28, B : 07, C: e7, D : c6 ,E: 5f, F : f4, G : ed 
A : 24, B : 0e, C: 0a, D : 08 ,E: 29, F : 0e, G : 9f 
A : 52, B : 51, C: 22, D : 0e ,E: ca, F : b1, G : b1 
A : 41, B : 2b, C: 24, D : e0 ,E: 3c, F : 2f, G : d4 
A : 48, B : 07, C: bc, D : b0 ,E: 0f, F : d6, G : d5 
A : 4b, B : 48, C: f9, D : b4 ,E: 40, F : aa, G : 85 
A : 34, B : 0a, C: c5, D : 9a ,E: 7d, F : 78, G : 4c 
A : 45, B : 22, C: e8, D : ac ,E: 15, F : d4, G : 86 
A : 17, B : 09, C: e8, D : e0 ,E: 4a, F : 3a, G : 01 
A : 25, B : 18, C: 09, D : d4 ,E: 55, F : 4e, G : 91 
A : 19, B : fc, C: f6, D : ca ,E: ea, F : e6, G : bc 
A : eb, B : d3, C: b5, D : a6 ,E: 5b, F : e6, G : 8c 
A : 61, B : 2e, C: 1b, D : 0a ,E: 46, F : 3f, G : 1f 
A : 30, B : 29, C: a0, D : 9c ,E: 6c, F : bd, G : 90 
A : 21, B : 14, C: e5, D : a6 ,E: 2c, F : 1c, G : 07 
A : 13, B : a1, C: a0, D : 94 ,E: 6e, F : 30, G : cc 
A : 28, B : 07, C: e7, D : ce ,E: 5f, F : 1c, G : f4 
A : 2b, B : 24, C: 0f, D : 0e ,E: 29, F : 9f, G : 89 
A : 53, B : 51, C: 22, D : ce ,E: 39, F : ca, G : b1 
A : 2b, B : 2a, C: e1, D : d2 ,E: 2f, F : d4, G : cc 
A : 51, B : 48, C: e5, D : bc ,E: 39, F : 0f, G : d5 
A : 48, B : b5, C: b0, D : ac ,E: aa, F : 8a, G : 85 
A : 34, B : c5, C: 9a, D : 8c ,E: 7d, F : 78, G : 46 
A : 22, B : af, C: ad, D : 90 ,E: 23, F : 15, G : d4 
A : 17, B : 09, C: e8, D : aa ,E: 4b, F : 3a, G : 01 
A : 62, B : 18, C: 09, D : cc ,E: 55, F : e7, G : 91 
A : 19, B : fc, C: f6, D : ce ,E: 25, F : ea, G : bc 
A : eb, B : e6, C: b5, D : 98 ,E: 6b, F : 5b, G : e6 
A : 63, B : 61, C: 2e, D : b6 ,E: 6c, F : 46, G : 3f 
A : 29, B : fe, C: bc, D : a0 ,E: 6c, F : bd, G : 8f 
A : 68, B : 30, C: 21, D : 14 ,E: 2c, F : 1c, G : d0 
A : c1, B : a1, C: a0, D : 98 ,E: 6e, F : 58, G : cc 
A : 31, B : 28, C: e7, D : ce ,E: 48, F : 1c, G : f4 
A : 2b, B : 2a, C: 24, D : 0e ,E: 7e, F : 9f, G : 89 
A : 51, B : 32, C: f4, D : ce ,E: 39, F : ca, G : 8a 
A : 2a, B : 2a, C: 0e, D : e0 ,E: 2f, F : cc, G : bb 
A : 45, B : ed, C: e5, D : bc ,E: 39, F : 0f, G : d8 
A : 48, B : e6, C: b5, D : b0 ,E: c1, F : aa, G : 8a 
A : 34, B : 10, C: ba, D : 9a ,E: 58, F : c6, G : bd 
A : 20, B : af, C: ad, D : 90 ,E: 25, F : 23, G : 15 
A : 17, B : 09, C: c4, D : aa ,E: 4b, F : 32, G : 01 
A : 08, B : 06, C: 05, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 08, B : 06, C: 05, D : 00 ,E: 16, F : 0f, G : 06 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 0e, F : 0e, G : 04 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 31, B : 04, C: ec, D : ea ,E: 56, F : 0f, G : 86 
A : 49, B : 30, C: f0, D : aa ,E: 01, F : de, G : 9e 
A : 75, B : 6d, C: 39, D : 0e ,E: 0e, F : 0e, G : 84 
A : 2d, B : 20, C: 05, D : e4 ,E: 4f, F : 3f, G : 18 
A : 08, B : 06, C: 05, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 1e, B : 0c, C: ed, D : d6 ,E: 63, F : 5a, G : db 
A : 6c, B : 47, C: 36, D : 1a ,E: 4c, F : 43, G : 38 
A : f0, B : da, C: c6, D : b6 ,E: 15, F : e4, G : 96 
A : 48, B : 2d, C: e4, D : da ,E: 6f, F : 2c, G : f1 
A : 08, B : 06, C: 05, D : 00 ,E: 19, F : 17, G : 0d 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1f, F : 19, G : 17 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 5b, B : 3d, C: df, D : da ,E: 59, F : 97, G : 8d 
A : 3c, B : f8, C: d8, D : d4 ,E: 43, F : 04, G : fb 
A : 43, B : 26, C: d7, D : 94 ,E: 3f, F : d9, G : b7 
A : 34, B : 2c, C: d5, D : c0 ,E: 14, F : d9, G : c3 
A : 08, B : 06, C: 05, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 25, B : dd, C: a9, D : a2 ,E: 31, F : d2, G : 98 
A : 3b, B : 30, C: e2, D : c8 ,E: 3a, F : 39, G : 1a 
A : 3a, B : b8, C: 9b, D : 96 ,E: f7, F : bb, G : 99 
A : 6e, B : 2c, C: 01, D : d8 ,E: 71, F : 3f, G : be 
A : 3f, B : 04, C: ec, D : bc ,E: 56, F : 02, G : 86 
A : 49, B : 3a, C: f0, D : b0 ,E: 01, F : a4, G : 9e 
A : 75, B : 44, C: 0e, D : d8 ,E: 0e, F : 0e, G : d9 
A : 30, B : 2d, C: 1d, D : e4 ,E: 4f, F : 3f, G : 3b 
A : 2b, B : 1e, C: 0c, D : d6 ,E: 5a, F : 20, G : db 
A : 73, B : 3c, C: 1a, D : e6 ,E: 2c, F : 23, G : 12 
A : 42, B : 28, C: f0, D : c6 ,E: 35, F : 15, G : e4 
A : 2d, B : ed, C: e4, D : d8 ,E: 6f, F : 3b, G : 2c 
A : 5b, B : 3d, C: 0e, D : de ,E: 59, F : a8, G : 8d 
A : 12, B : d8, C: d5, D : b0 ,E: 43, F : fb, G : ba 
A : 41, B : 3c, C: 26, D : 94 ,E: 3f, F : 23, G : b7 
A : 2c, B : d6, C: d5, D : c0 ,E: 7d, F : d9, G : c3 
A : 40, B : 25, C: dd, D : a8 ,E: 31, F : 14, G : d2 
A : 30, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : e8, B : b8, C: 97, D : 94 ,E: f7, F : be, G : 99 
A : 30, B : 2c, C: 01, D : d8 ,E: 71, F : be, G : a0 
A : 4e, B : 25, C: ec, D : bc ,E: 56, F : 02, G : bf 
A : 3a, B : e6, C: b1, D : aa ,E: bc, F : a4, G : 9e 
A : 75, B : 44, C: aa, D : a6 ,E: 22, F : 0e, G : d9 
A : 30, B : 1f, C: 1d, D : 0a ,E: 79, F : 3f, G : 3b 
A : 2b, B : 0c, C: 9d, D : 9c ,E: 5a, F : 20, G : b0 
A : 00, B : 00, C: 00, D : 92 ,E: 4c, F : 12, G : af 
A : 30, B : 28, C: f0, D : 8e ,E: 35, F : 15, G : 12 
A : 48, B : 07, C: ed, D : d8 ,E: 3b, F : 2c, G : 0a 
A : 3d, B : 29, C: 0e, D : 0a ,E: 59, F : fa, G : a8 
A : 12, B : b8, C: b1, D : b0 ,E: 31, F : fb, G : ba 
A : 41, B : 3c, C: d4, D : 94 ,E: 23, F : fa, G : b7 
A : 36, B : d6, C: d5, D : c0 ,E: 7d, F : 68, G : c3 
A : 40, B : a9, C: 97, D : 96 ,E: 31, F : 14, G : 0e 
A : 7b, B : 30, C: e2, D : c4 ,E: 76, F : 3a, G : eb 
A : e8, B : d4, C: b8, D : 96 ,E: 17, F : f7, G : be 
A : 3a, B : 30, C: 01, D : d8 ,E: d9, F : be, G : a0 
A : 62, B : 4e, C: 25, D : bc ,E: 02, F : bf, G : 89 
A : f6, B : e6, C: bc, D : b0 ,E: 5f, F : fc, G : a4 
A : e6, B : b5, C: aa, D : a6 ,E: 7a, F : 22, G : d9 
A : 41, B : 2e, C: 1f, D : 1c ,E: 79, F : 3b, G : 8e 
A : 2b, B : 9d, C: 9c, D : 90 ,E: 20, F : bb, G : b0 
A : 1c, B : 1c, C: 07, D : a6 ,E: 6c, F : 12, G : af 
A : 30, B : 28, C: cc, D : a0 ,E: 7c, F : 35, G : 12 
A : 28, B : 07, C: f4, D : ec ,E: 79, F : 3b, G : 0a 
A : 29, B : 0e, C: 0a, D : c8 ,E: fa, F : e3, G : a8 
A : 12, B : cf, C: ca, D : b0 ,E: 4f, F : 31, G : ba 
A : 3c, B : 2f, C: e1, D : d4 ,E: 23, F : fa, G : ec 
A : 0f, B : d6, C: d5, D : bc ,E: 7d, F : 68, G : 13 
A : 48, B : 40, C: aa, D : 96 ,E: 14, F : 0e, G : 97 
A : 7b, B : 78, C: 4c, D : c4 ,E: 76, F : 70, G : 0b 
A : 15, B : e8, C: d4, D : ac ,E: 17, F : c9, G : be 
A : 3a, B : 30, C: 09, D : 00 ,E: d9, F : ca, G : a0 
A : 08, B : 06, C: 05, D : 00 ,E: 1f, F : 1d, G : 09 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1a, F : 02, G : 01 
A : 00, B : 00, C: 00, D : 00 ,E: 19, F : 11, G : 0e 
A : 55, B : 4e, C: 25, D : b4 ,E: bf, F : bd, G : 89 
A : f6, B : ea, C: e6, D : bc ,E: 5f, F : 52, G : 1c 
A : eb, B : e6, C: b5, D : a6 ,E: 7a, F : 22, G : 21 
A : 3f, B : 2e, C: 1f, D : 0a ,E: 79, F : d1, G : 8e 
A : 08, B : 06, C: 05, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 19, F : 11, G : 0a 
A : bd, B : a0, C: 9c, D : 90 ,E: f0, F : bb, G : b0 
A : 2c, B : 1c, C: 07, D : a6 ,E: 6c, F : 11, G : af 
A : 30, B : cc, C: a0, D : 94 ,E: 7c, F : 66, G : 12 
A : 28, B : 1c, C: 07, D : f4 ,E: 79, F : 31, G : 0a 
A : 2b, B : 29, C: 0a, D : 9e ,E: fa, F : e3, G : 84 
A : 53, B : 39, C: cf, D : ca ,E: 4f, F : 31, G : 94 
A : 2a, B : e1, C: d4, D : cc ,E: fa, F : ec, G : bb 
A : 51, B : 39, C: 0f, D : d4 ,E: 68, F : 64, G : 13 
A : ad, B : aa, C: 97, D : 8a ,E: 0e, F : d7, G : 97 
A : 78, B : 5f, C: 46, D : c4 ,E: 5c, F : 50, G : 0b 
A : 23, B : 15, C: d4, D : ae ,E: 17, F : c9, G : 99 
A : 3a, B : 09, C: 01, D : aa ,E: 0a, F : d9, G : ca 
A : 55, B : e7, C: cc, D : b4 ,E: cc, F : bd, G : 89 
A : 19, B : f6, C: ea, D : ce ,E: 5f, F : 52, G : 1e 
A : 5b, B : eb, C: e6, D : b4 ,E: 7a, F : 21, G : 1b 
A : 46, B : 3f, C: 2e, D : b6 ,E: 69, F : d1, G : 8e 
A : fe, B : bd, C: a0, D : 8e ,E: 54, F : f0, G : bb 
A : 30, B : 2c, C: 1c, D : d0 ,E: 6c, F : 11, G : 90 
